conversation_id	tweet_id	message	context	bucket	short	deictic
689484	689485	Did @115821 really just not deliver my package and instead of taking responsibilty they ask me to contact usps and file a police report!? Really?  After years of being a prime member I am glad to have cancelled my membership smh		unmatched	False	False
2254596	2254596	@AmazonHelp Grazie, buonanotte 😊	BRAND: @USER Ora non ci resta che augurarti una buonanotte! 😴 😊 ^MZ | CUSTOMER: @USER Finito! Una serata molto impegnativa ma bella, con lieto fine ✌🏻 | BRAND: @USER E poi potrai immergerti nella lettura! 😊📚 ^MP | CUSTOMER: @USER Ultima tappa, ci sono quasi, ne ho selezionati una decina circa. Ancora pochi minuti ed è fatta 😊 | BRAND: @USER Confidiamo in te! 😉 ^LF | CUSTOMER: @USER Entro mezzanotte avrò il mio bottino. Sarà un duro lavoro ma ce la posso fare 😊	unmatched	True	False
2785904	2785901	"@AmazonHelp No one seems sure. Cust service said ""hopefully"" it will arrive tomorrow."	"BRAND: @USER I'm so sorry the item hasn't left the fulfillment center. When you spoke with us, did we give you a day that we expect it to arrive? ^BE | CUSTOMER: @USER IT. HAS. NOT. LEFT. YOUR. FULFILMENT. CENTER. | BRAND: @USER Have you received an e-mail confirmation confirming a new delivery date? You can also review this information here: URL ^JS | CUSTOMER: @USER Nope, this wasn't an delivery mistake. Amazon never shipped the order in the first place. | BRAND: @USER I'm terribly sorry for the delay, Crystal! Have you received an updated delivery date yet? You'll be able to view that here: URL ^KL | CUSTOMER: @USER Yes I've contacted Amazon. I was told basically ""It will hopefully ship tomorrow"" with no other options."	unmatched	True	True
2694949	2694952	I tried @115821 prime years ago for 30 days before the student offer or music service existed but now I'm unable to trial it but keeps being displayed on homepage.		unmatched	False	True
2890574	2890575	.@115821 3 years ago when something said #PRIME and I ordered it, it arrived in 2 days, this last year it is a lucky day to get something in 2 days, The service has gone 2 shit, it's so unreliable, You should knock prime membership in half, it's bogus at the moment #AMAZON		order_status	False	True
1578555	1578557	@486148 @116316 Same here. Amazon hat mich auch im Stich gelassen heute :(	CUSTOMER: Toll und @USER hat meine beiden Pakete an „Ssrs“ zugestellt. Das war nicht ich und im Kasten war auch kein Zettel. Top.	unmatched	True	False
2284883	2284883	@AmazonHelp Wasn’t my order, it was my neighbors. No idea what his name is. Not trying to tattle. Just pointing out you aren’t hiring the best, most trustworthy people to justify the key service here.	BRAND: @USER This is definitely not the service we strive to provide, Lynda! I'm so sorry this happened to you. Can you please let us know who the carrier was for your order? If you are unsure, you can check: URL Please let us know! ^KJ | CUSTOMER: @USER why amazon key won’t work in Chicago. Drivers rude, don’t deliver to the right 🚪, won’t shut gate after delivery. Don’t trust them with access to our yard, much less int bldg. just now, driver threw package at me and said “ur momma”.	unmatched	False	True
102915	102913	@AmazonHelp And this is your TR customer: https://t.co/H0y6jzTARN	CUSTOMER: @USER This is your answer: URL | BRAND: @USER We received your message. We will get back to you by tomorrow. ^BL | CUSTOMER: @USER I have filled this form but ı have no hope. No one read my text/mail. I lost hope to amazon :( Anyway thanks for spare time to me. | BRAND: @USER My colleague gave you a link via direct message. Please contact us using this link. Regards, ^AN | CUSTOMER: @USER Thank you for answers :) Can you help me this order? My all friends's order shipped out today. URL	unmatched	True	True
197857	197855	@AmazonHelp It is your responsibility to bar sellers like these on your platform. An increase in 1300 rupees is criminal.	BRAND: @USER and our efforts to offer you the lowest price, may result in fluctuations in our prices over time.(2/2)^HR | BRAND: @USER Pricing and offers are decision of the sellers. The constantly changing marketplace (1/2)^HR | CUSTOMER: Hey @USER this shoe costs 1499/- across all sizes in Decathlon stores so stop cheating and increasing the price for larger sizes. URL	unmatched	False	True
2149534	2149535	@AmazonHelp Ok but when placing an order, your site always tells you if the item is eligible for P.O. box delivery or not. My order was processed and went through with no issues	BRAND: @USER I'm sorry to hear this! Not all items are eligible to ship to a PO box. You can learn more here: URL ^ME | CUSTOMER: @USER I ordered something from you guys to be shipped to my PO Box now I’m being told I have to pick it up myself at UPS warehouse. Not cool! What’s the point of prime shipping?	unmatched	False	True
2609965	2609966	Bonjour @AmazonHelp je viens de recevoir mon colis que j’avais demandé à être envoyé dans un colis Amazon pour cacher les informations du produit or ce n’est pas le cas. Pourquoi ? Amazon de moins en moins satisfaisant...		unmatched	False	False
2170818	815512	@AmazonHelp @115850 ??	CUSTOMER: @USER Tracking # 229158691490 Tracking # 135121724679 Tracking # 237303606015 I need this by tomorrow, share me the latest update | BRAND: @USER In case if there's a delay please write back to us so that we can assist you accordingly. (2/2)^MN | BRAND: @USER Orders are marked for delivery as per the delivery estimates. (1/2)^MN | CUSTOMER: @USER All are arriving on Monday as per portal | BRAND: @USER orders? Please don't provide your phone number, we consider this personal info. Our page is visible to the public. (2/2) ^MO | BRAND: @USER We dispatch packages to meet the estimate delivery dates. Could you please let us know the estimate dates for your (1/2) ^MO	unmatched	True	False
2747122	2747124	Is it just me or has anyone else noticed that the @115821 customer service has decreased recently?! They can barely speak English and I'm convinced I'm talking to a computer due to their automated responses.		unmatched	False	True
1242242	1242240	@AmazonHelp Your customer service is the worst first they investigated the wrong item then they thought I got someone else’s package now they say I	BRAND: @USER Sorry for the trouble. To assist you with your order, please contact Amazon JP customer service: URL ^YM | CUSTOMER: Amazon japan and DHL SUCK! Rob me of my fucking package and then the delivery guy signs my name are you kidding me!	unmatched	False	False
835153	835154	I bought a captain America T-shirt from @46203 and they sent me Rupa baniyan #AccheDin ? @115850 https://t.co/iopQlZDaT9		unmatched	False	False
2521823	2521823	@AmazonHelp Wow each email I get is worse. Clearly no one actually reads what you write to customer services!!		unmatched	False	True
897110	897113	@AmazonHelp I just sent the requested details through my mail to __email__	BRAND: @USER Please don't provide your details, we consider it to be personal information. Our page is visible to the public. (2/2)^SF | BRAND: @USER We've emailed a correspondence to you. Kindly check it here: URL (1/2)^SF | CUSTOMER: @USER I just sent an email with requested details (my amazon account : __email__) | BRAND: @USER Sorry for any inconvenience. I'll be sure to pass your comments as feedback to our concerned team for review. ^GS | CUSTOMER: @USER I replied to your email again..thanks for everything..I'm frustrated and tired with your service. GOOD BYE..Amazon!!!! | BRAND: @USER Thank you for replying to the email and we shall connect with you soon. ^SH	unmatched	True	False
2909124	2909125	I love @115821 but really?? You mailed this at Christmas without putting it in a plain box???? My kids saw it outside when they got off the bus! #christmasruined https://t.co/JNPkxPitsm		unmatched	False	True
2679197	2679196	@753880 @AmazonHelp Amazon is not supposed to take returns of our item.  Did they replace it for you?	CUSTOMER: @USER Thanks. Already started a refund but when I needed it this weekend and now I wont have it. That is very frustrating. | BRAND: @USER I'm sorry for the trouble! Please visit here: URL for refund/replacement options. ^EZ | CUSTOMER: @USER disappointed in @USER bought the regrip and this is how I received it. As you can see this is useless. #sadface #nogrip URL	unmatched	False	True
426141	426142	Cualquier día antes de que decida en pedir algo en @115821 ,me ha llegado  Dios que velocidad 😃😃		unmatched	False	False
2853614	2853615	@115830 Hi, I made an order and it went straight to cancelled! How can I un-cancel? I bought these on blackfriday.		unmatched	False	True
972720	311013	#KaroMilkeTayyari for superb discounts on superb brands at #AmazonGreatIndianFestival. Ready with your wish-lists? Hurry, only 3 days to go. https://t.co/tpghwNgeeu	BRAND: @USER Sorry for the delay. I’d like to help you, please fill this form: URL and I’ll contact you soon. ^SC | CUSTOMER: @USER Every time your team said the courier refund will initiate within 2-4 hours or 2-4 business days. But from 15 dys i didn't get it. | BRAND: @USER Sorry for this experience with our support team. Could you tell us what went wrong? We'd like to help. ^ST | CUSTOMER: @USER Customer service is not good enough. Am contacting you from 23 september. But never get a good response | BRAND: @USER I'm glad you've received the order.☺ Please feel free to reach out to us if you need any assistance further. ^EM | CUSTOMER: @USER Thanks, I have received the product.	unmatched	False	False
2497106	2454034	@121400 @703020 @4694 @5503 @133716 @AmazonHelp @115850 @121284 @121284 Given that the app is launched in India, I was hoping that English(India) language would also be available to choose 😕	CUSTOMER: @USER @USER @USER @USER @USER Finally app is available I hope they will start shipping of echo from tomorrow itself @USER @USER @USER URL | CUSTOMER: @USER @USER @USER BTW #Alexa app is available in Indian @USER to download! | CUSTOMER: @USER @USER @USER Thought @USER is live, I don't see the option to set language to English (India) in the #Alexa app URL | CUSTOMER: @USER @USER That's great 😍 | CUSTOMER: Looks like #Alexa India is live 🎉 Playing songs on my Amazon Echo from @USER 😍 URL | BRAND: @USER The devices start shipping on the week of October 30, 2017. ^PS	device_app	False	True
694411	694409	@AmazonHelp I did !! Request you to please give me the email address on which i can fwd you the video.	BRAND: @USER Apologies for the inconvenience. It's never our intention to send wrong products. However, did you report this to our support team? ^MN | CUSTOMER: @USER I ordered phone from amazon and got 2 ‘Ghadi’ sabun. Pathetic!! Thankfully I videotaped the opening of the package. I need my phone ASAP. I was advised to videotape everything as i saw on fb it happened to someone else. URL | BRAND: @USER I'm sure you would have received an email correspondence from our team to your registered email address. You could check and reply to the same here URL ^VM | CUSTOMER: @USER any response ?	unmatched	False	False
1845984	1845978	@AmazonHelp But I have already activated the card?	BRAND: @USER Hello Marc! The Amazon Platinum MasterCard is approved by NewDay. They can be contacted here: URL ^TM URL | CUSTOMER: @USER hello, signed up for the Amazon CC and was promised a £10 voucher, no sign of it, can you help?	unmatched	True	False
816342	816343	#AmazonIndia https://t.co/3xd4bxVuSb		unmatched	True	False
2586341	2586342	アマゾンプライムミュージック入れたが、ペルソナだけで年会費の価値超えててすげぇ……		unmatched	True	False
1323314	1323315	@115850   Look what reply we get when we complain to Amazon..... https://t.co/WcmgA77rdX		unmatched	True	True
1420099	1420100	@115821 ordered three items from amazon and all of their delivery dates kept getting pushed back and back and back. Not happy 😤	CUSTOMER: @USER I want a refund and my items that are probably never going to arrive. | BRAND: @USER I'm so sorry your items haven't arrived! Please reach us here: URL so we can look into this with you. ^CC	unmatched	False	False
1261878	1261872	@AmazonHelp What else information do you require ?	BRAND: @USER personal information. Our Twitter page is visible to public. 3/3 ^SB | BRAND: @USER We deliver packages to meet the delivery estimates. Could you please let us know If we have missed on the 1/3 ^SB | BRAND: @USER estimated delivery date ? Also, please don’t provide your account details as we consider them to be 2/3 ^SB | CUSTOMER: @USER @USER @USER @USER order no. 406-0749005-4977949 | CUSTOMER: @USER @USER Delivery boy dint even call once and my product was undelivered. Please help	unmatched	True	True
2408722	2408721	@AmazonHelp Stop assuring. 7 agents did that today!	BRAND: @USER If you've shared the details in the link provided to you earlier, I can assure you that our team will look into this and get back to you soon. ^SU | CUSTOMER: @USER You had no intention of sorting out the issue! That's for sure!!! | BRAND: @USER Apologies for the experience, that wasn't intended. Please share your details here: URL and we will get in touch with you. ^BS | CUSTOMER: @USER bad service, items not delivered on time. Customer service hung-up without sorting the issue out. delivery team updated false info. What makes you brag about your services?	unmatched	True	True
365605	365606	@AmazonHelp je viens de recevoir, désolé pour le dérangement	"BRAND: @USER Bonsoir, il est possible que le colis soit livré peu après 22h. Quelle était la réponse du SAV suite à votre contact ? ^MH | CUSTOMER: 3e fois j'commande pour recevoir avant 22h sur @USER 3e fois on me dit ""livré"" alors qu'il y a rien et j'dois contacter le sav"	unmatched	True	False
550560	550563	@AmazonHelp I have a Prime membership. Quite often the 1 or 2 day shipping that I've selected doesn't arrive until 3-5+ days later. I thought shipping time was supposed to be from when you order the item? What's with missing the date so often?		unmatched	False	True
519702	519700	@AmazonHelp I just want my psn codes so me and my friends can download and play a game tonight. After I get those I'll never bother you again.	CUSTOMER: @USER Nobody gained access to my account. I gained access, which apparently was a problem. | CUSTOMER: @USER Another email said you believe someone other than me gained access to my account. You never explained why, just cancelled my orders and locked my account. | CUSTOMER: @USER My account was locked for reasons that were not explained. One email said the billing address associated with my gift card was incorrect. It's a gift card. It doesn't have a billing address. | BRAND: @USER I'm so sorry for the trouble with your account, Dakota. Without providing account specific details, please tell us a little more about what's going on. We're here to help! ^HS | CUSTOMER: @USER UNLOCK MY ACCOUNT. I DON'T KNOW WHY YOU LOCKED ME OUT. YOU ARE HOLDING MY MONEY HOSTAGE.	unmatched	False	True
1568158	1568156	@AmazonHelp And I have another one too this one's actual MRP is Rs. 525/  Frontech 700 MB 5001 FC BLANK CD-R- 50 Pcs https://t.co/tpvv2ENJ6l	CUSTOMER: @USER It's actual MRP is Rs. 140 😐 | CUSTOMER: @USER Moserbaer Pro CD-R 700MB 80 Min. 52x (10 Pack) URL | BRAND: @USER We'd like to check this for you. Kindly share the link of the product page. ^SG | CUSTOMER: @USER have a complaint about sone products it's on Amazon.in on the price higher than its MRP	unmatched	False	True
673242	673240	@AmazonHelp That was a joke lol. But my order IS late — i contacted amazon and they said that it’d be here by tomorrow so let’s see	BRAND: @USER Sorry to hear that you have not received your order. Please confirm if you have reached out to our support through the link shared here: URL regarding your concern. ^SF | CUSTOMER: my magazines still aren’t here yay time to bring all my lawyers to amazon india	delivery_delay	False	True
842315	842315	@AmazonHelp Transporteur : Amazon Logistics, n° de suivi CA0002376203	"BRAND: @USER Quel est le transporteur qui s'occupe de la livraison de votre colis ? ^ME | CUSTOMER: @USER Généralement quand je commande des jeux, c'est direct dans la boîte à lettres alors j'imagine que pour un sac souple à 5€, c'est pareil... | CUSTOMER: @USER Je n'ai pas bougé ;) | BRAND: @USER Étiez-vous présent à votre domicile au moment de la livraison ? ^MH | CUSTOMER: @USER ""En retard Une seconde tentative de livraison de votre colis a été effectuée. Une autre tentative aura lieu le jour ouvré suivant."" | BRAND: @USER Bonjour, je suis désolé d'apprendre cela. Que dit le suivi de votre colis ? ^ME"	unmatched	True	False
1193931	1193932	@AmazonHelp Amazon logistics is the carrier. Got disconnected while holding the first time around. Not clear if delivery is tmrw or delayed further.	BRAND: @USER I'm sorry for the negative experience! What information or options have we been able to provide? Which carrier is assigned? ^MV | CUSTOMER: Hey @USER what’s with CS today? Trying to track down a delayed delivery and am not getting much help.	unmatched	False	False
2731105	2731108	@AmazonHelp One of my orders will be delivered tomorrow when I paid for delivery today.		unmatched	True	False
1221827	1221828	@AmazonHelp I know there is Kindle Audio Upgrade. But is it possible the other way round, too, if I already have the Audio book?	CUSTOMER: @USER If I bought the audiobook first, how can I get the matching Kindle version of the book to switch between reading and listening?	device_app	False	True
74611	74604	@132443 @AmazonHelp @115850 @115821 Interested in reviewing your products	BRAND: @USER Thanks for the update, we will reach out to you soon. ^MJ | CUSTOMER: @USER Have replied to Ur mail. Hope for a more logical response from your side. | BRAND: @USER I understand your point. I request you to please reply to the email you've received stating the same and we'll assist you accordingly. ^NR | CUSTOMER: @USER @USER @USER so as per your help team, if a seller packs trash and sends to a customer then it's fine and he is not liable. As long as the packaging is good and product is received in tact, the customer is at risk of receiving trash. Pathetic customer service. | BRAND: @USER I'm sorry to see you disappointed with the resolution, you can reply to our correspondence for further clarifications. ^MJ | CUSTOMER: @USER I just got a mail that you guys can't help because the product was received intact condition. What does that mean? I received trash in a well packed box.	unmatched	True	False
2472354	2472355	@AmazonHelp これから特典たくさん利用したいと思ってます！ わざわざリプライありがとうございます！☺️	BRAND: @USER 意図しない登録のご様子ですが、よろしければこちらのヘルプページもご参照いただき、特典をご活用いただけたら幸いです。URL なお、年会費請求後特典のご利用がなければキャンセル・返金も可能です。URL RI | CUSTOMER: 自分がAmazonプライム会員なってたの1年以上知らなかった、、、、、もったいねえ、、、、	unmatched	True	False
2549840	2549842	"@262279 &amp; @78574 - please do NOT say ""Alexa"" 20x during a radio piece when u both advertise that we should use our AI to listen to your program."		device_app	False	True
1130527	931494	@AmazonHelp  Invoice no: TN-MAA4-__credit_card__	CUSTOMER: @USER Help me sir | CUSTOMER: @USER I want to invoice print my phone Lenovo vibe k5 Order no - 4__credit_card__	unmatched	True	False
1033752	1033750	@AmazonHelp Genau JETZT kam die Mail, dass mein Paket gleich ankommt. 👍 Danke für den tollen Kundenservice und die immer zügigen Antworten!	"BRAND: @USER Sollte trotzdem nicht passieren :( Lass das prüfen: URL ^AV | CUSTOMER: ""Prime spar ich mir, ich brauch die Tasche ja erst am 24. ..."" 🙈 #daswardummvonmir @USER URL"	unmatched	False	False
1738390	1738391	Amazonで頼んだやつ来たーーー！！ 😈ｷﾞﾗﾝ  そして俺の姉達はもうクリスマス🎅気分w←ついこの間ハロウィン🎃終わったばかりなのに､､､ww https://t.co/g70lvwjkAr		unmatched	False	False
2814438	2814421	@AmazonHelp Ya lo he intentado. Me llego un mail pidiendo que les envie un fax.. les mande el fax con el resumen de la tarjeta y mi cuenta continua bloqueada! NECESITO AYUDA @AmazonHelp	"BRAND: @USER Please contact us, the Amazon.de Social Media Team: URL The steps are the same: ""Passwort vergessen"" and then ""Kundenservice"". ^MF | CUSTOMER: @USER Llame y no me atienden.. Tambien mande correos y no tengo respuesta. Yo soy de argentina. Hice 2 compras en amazon.de y me llego un mail diciendo que habian bloqueado mi cuenta. Lei que esto suele suceder. Por eso necesitaria que me den una solucion | BRAND: @USER Hola, Dariio. Con gusto te atenderemos en español. Por motivos de seguridad, te recomiendo eliminar el tuit, pues contiene información personal. Recomiendo entrar en contacto, por vía telefónica, con nuestro Servicio al Cliente: URL ^CR | CUSTOMER: @USER send an email to support and I did not get a response .. My account is __email__ | BRAND: @USER On Twitter we have no access into your account. When did you contact the customer service? ^MF | CUSTOMER: @USER already communicate me. and I did not get any answer .. I need to unlock the account so that my orders are released. Does anyone speak Spanish?"	unmatched	False	False
1386473	1386484	Arriving Friday 😍😍 @115850 echoooooo  #AmazonEcho https://t.co/HwPrpdEEac		unmatched	True	False
2472404	2472403	@AmazonHelp hi there! i've got two items to return, and the amazon locker reservation time on one of them has expired- can i just put them both in one box in the locker space i still have available? if not, how do i go about getting a new locker space reservation? thanks!		return_replacement	False	True
2288190	2288189	@AmazonHelp It would be nice to know if my order is shipping any time soon. I ordered 24 hours ago with same day delivery. The status has been not yet shipped all day. Was supposed to be here at 9 pm today, 1.5 hours ago.		unmatched	False	True
2374486	2374485	@115821 how can an order be “delivered by 8pm today” and “not yet shipped”?		unmatched	True	False
71873	71861	@AmazonHelp @115850 @115821 @15704 @116618 No Resolution yet. Haha, I am getting a email on 1st December 2017 for an pickup of 28th November.   For Amazon time will go in reverse and they will come to me on 28th November 2017 for pickup. #greatfun https://t.co/EeBqPr2uFk		unmatched	False	False
582649	582649	@AmazonHelp *occassion	"CUSTOMER: @USER You're sending a replacement. The fact this is not the first occupation was brushed under the carpet | BRAND: @USER What did we advise when you contacted us, Hayley?^PJ | CUSTOMER: @USER Already done that. But you may want to look into the fact that parcels are going missing.... | BRAND: @USER I'm sorry this happening, Hayley! Take a look here for some tips on locating a missing parcel: URL If that doesn't resolve the issue, please reach us directly here so that we can look into this for you: URL We'd like to help! ^SM | CUSTOMER: 2nd @USER parcel that has ""been delivered"" but certainly not to me 😔 getting a little pathetic."	unmatched	True	False
232399	232401	En fait #Amazonprime c'est surtout de la merde non? Ça existe un livreur qui fait son taf à Paris ou c'est une utopie? @AmazonHelp @120533		unmatched	False	False
758987	758986	@AmazonHelp Unfortunately it is a gift for tomorrow.  Normally I would return it but that wont work in this case.  Thanks though.	BRAND: @USER Please contact us at the following link so we can go over our available options: URL ^WT | CUSTOMER: @USER Yes, the item was crushed as well although it’s packaging saved it from real harm. But it’s a gift that looks like a used piñata. | BRAND: @USER I'm sorry your package was delivered to you this way. If the contents were damaged. Please contact Amazon. ^TT | BRAND: @USER I'm sorry for the condition upon arrival! Was anything damaged within your package? ^JA | CUSTOMER: Stellar work here @USER @USER @USER #shipping #fail URL	return_replacement	False	True
437366	437367	@AmazonHelp My Mobile delivered to someone else.Waste of choosing 2day delivery.No response from CustomerCare.Feeling insecure to pay online		unmatched	False	False
834216	834216	@AmazonHelp AMZL US	"BRAND: @USER Sorry about this, which carrier is your order with? ^KM | CUSTOMER: Expected a package today, but apparently the delivery guy ""couldn't access the front door"" of my non-gated apartment?? Amazon why?"	unmatched	True	False
1955907	1955900	@AmazonHelp  https://t.co/bx881T6jel	CUSTOMER: @USER We are unable to validate the Gift card / Voucher code you have entered. Please recheck the Gift card / Voucher code before trying to add it | BRAND: @USER What's the error you're getting while trying to add the gift card? ^MS | CUSTOMER: Hey @USER got a gift card from office for diwali.but unable to add in my account. Can you help? | BRAND: @USER I apologize for the delay in resolving this issue. Our team is working on it. We'll contact you once we have an update. ^PJ | CUSTOMER: @USER Still not sorted and i am annoyed at the emails your cust support is semding me. After 12 days i am getting generic emails like this? URL	unmatched	True	False
436337	436359	@AmazonHelp @115850 Few mins before received out for delivery.its update turely or Fakely??its 4th time this week.End of the close order status Fakely	"BRAND: @USER As mentioned earlier, we're working on it. For further concerns, revert to our email correspondence and we'll get back ^VR | CUSTOMER: @USER DELIVERY.that same day Close order status cannot reach customer Fakely.then how @USER Reach me 9th oct | CUSTOMER: @USER @USER DELIVERY THIS LOCATION ME WITHIN 17HRS.I HAVE PROOF.I ORDER 8TH OCT 5PM,PRODUCT REACH 9TH OCT BEFORE 1PM.@USER STILL NOT | BRAND: @USER you as soon as we receive an update from them. 2/2 ^SH | BRAND: @USER I'm sorry it is taking longer than expected. We've escalated the issue with our concerned team, we'll get back to 1/2 ^SH | CUSTOMER: @USER Finally Ask.@USER delivery this product Or not.IF NOT DELIVERY PRODUCT TODAY GIVE STATEMENT TO ME ""WE NOT HAVE SERVICE IN CHENNAI 600034"	delivery_delay	False	True
2533178	2533182	I hear @115850 is delivering Echo Dot orders from tomorrow. Mine's shipping in a few minutes. I hope it's from BLR or Chennai.		device_app	False	True
304554	304552	@AmazonHelp So I have to create a unique listing. Sold on amazon for years and confused by this. Could you explain further please? What's the purpose? https://t.co/I5gTxIuwVe	BRAND: @USER You can simply adjust the qty for duplicates. You must create a unique listing for each if the conditions/editions vary. ^SH | CUSTOMER: @USER Hi. I've just come to list a duplicate DVD I have for sale— Do I now have to complete 'Selling Application for ASIN' each time? | BRAND: @USER I'm sorry, we don't have that information. Please use the link ^EA provided so we can look into it. ^AM | CUSTOMER: @USER *explain | CUSTOMER: @USER Could someone just exile why I need to 'Request Approval' for an item I'm selling. It's nothing special - just a DVD.	unmatched	False	True
1379340	1379339	@57638 @134803 C'è speranza di avere l'app #PrimeVideo sul Sony UHP-H1?		device_app	True	False
2885720	2885717	Pretty poor service from @115830. Ordered a @4263 spark drone on the 16th Oct and still haven't received it. The 2nd expected delivery was by 1st Dec but I don't have confidence in that... Last week you still didn't know when it would be delivered.		unmatched	False	True
1622253	1622252	@AmazonHelp as far as my cal goes, we are past Oct 16. Screen shot of expected delivery was attached to previous twt. Ono. 4__credit_card__	BRAND: @USER Apologies. Have we missed the estimated date? You can check it here: URL keep us posted. ^HR | CUSTOMER: @USER I hav prime subscpn, an order takes 7 days despite that. N after 7 days it's still not delivered. Do you ppl work or just sleep? URL	unmatched	False	False
2986458	644885	@115851 @115850 I want be a member of amazon family... what should i do..🤔	CUSTOMER: @USER @USER When Amazon Prime Music will officially head to India ??? 🤔🤔 | BRAND: @USER We would like to address your concern at the earliest. However, for us to assist you better please reach us via the link provided earlier by my colleague and we'll reach out to you soon. ^VM | CUSTOMER: @USER how to become a professional liar @USER | BRAND: @USER Apologies for all the hassle that you have been through. Were any of your quries left unaddressed. We are here to help, please share your details on the secured link here URL we would investigate and connect with you shortly. ^KK | CUSTOMER: @USER @USER most corrpt than any indian politician,even lalu yadav fails @USER Ur customer support never sends feedback mail when they lie and didn't solve issue...n wow @USER just retweet or rply send a mail and say issue but never ever helped ..... | CUSTOMER: @USER Gadget Accessories TM seller is a cheat associated with Amazon and Amazon is not able to do anything about it.Such kind of sellers should be blacklisted from Amazon for cheating customers.	unmatched	True	True
964223	964224	@AmazonHelp..  Hi team i have sent you a msg for your worst services example msg.. Please look into the matter and help. Since you do not cr		unmatched	False	False
1968370	1968366	@AmazonHelp My order showing cancelled...What the hell?	BRAND: @USER As mentioned earlier, kindly wait till you receive an update from us. Appreciate your patience. ^AK | CUSTOMER: @USER I need item today itself.I dont know anything....I paid for 1 day.I need it..thats it...Be like a real man....! | BRAND: @USER We understand you received a new update on your delivery. Please wait for our team to reach out to you with an update. ^VM | CUSTOMER: @USER Asa I contacted u ,delivery showing Arriving by friday..Is this ur new fraud? what does ariving today(1 day del) means?U people r damn cheaters....Crap company... | BRAND: @USER Thanks for the update. We've received your details and we'll reach out to you at the earliest. ^SC | CUSTOMER: @USER Filled the from...Now with get back with proper Resolution asap.	unmatched	True	True
227064	227063	AmazonリーディングってこれKindleのアプリからいけねぇのか？		device_app	True	False
2213169	2213168	Waving stupidly at your #amazon driver as he's driving of my drive, him taking no notice, me no item. Brilliant NOT		unmatched	False	False
2942015	2942013	@115850 @951 I've bought a G5s Plus already for a family member. Will my order, if placed, for another one for personal use be cancelled now?		unmatched	False	False
