conversation_id	tweet_id	message	context	bucket	short	deictic
1165671	1165671	@AmazonHelp Thank you!	BRAND: @USER Then you can use this link: URL Best regards ^MH | CUSTOMER: @USER it's a company order, not personal order | CUSTOMER: @USER r and I need to make sure that it is delivered by November 1st. I want to fix the issue, it was most likely just a typo | CUSTOMER: @USER Thank you for the information! However, my account is locked and I can't access that link. There was some issue with the payment for my orde | BRAND: @USER Please use this link: URL My colleagues are pleased to assist you. ^DS | CUSTOMER: @USER Hey I need some help, how do I contact customer support?	unmatched	True	False
2532842	2532835	@AmazonHelp can someone contact me ASAP re an undelivered parcel.2 weeks &amp; still no joy.DPD said speak to you. Totally fed up right now!		service_complaint	False	True
646730	646729	@AmazonHelp when will me scampi fries be getting dispatched? Should have been yesterday and still not been dispatched.  I want fishy fingers.   Cheers 😏👍		unmatched	False	True
679025	679028	Hi @115821 I purchased the wrong colour kindle and forgot to tick u registered. Can I exchange for a different colour?		device_app	False	False
1171368	1171365	@AmazonHelp Liefertermin ist natürlich der 27.10.. Wird versandt am 26.10.. Hoffe eben, dass es durch den Feiertag zu keinen Verzögerungen kommt.	"BRAND: @USER Was sagt denn der Liefertermin deiner Bestellung? Diesen kannst du über ""Mein Konto"" einsehen. Gruß ^DS | CUSTOMER: @USER In Österreich ist am Donnerstag Nationalfeiertag. Kommt mein vorbestelltes Produkt trotzdem am Freitag bei mir an?"	unmatched	False	False
1587374	1587376	@115821 i recently purchased an item from your website its scheduled to come on November 3rd at 8pm and i still havent received my order?		unmatched	False	True
619219	619136	@AmazonHelp Mañana, pero eso son 8 días después de realizar el pedido. Con estos plazos no creo que cambie mi compra en supermercado por Pantry	BRAND: @USER Hola Paloma, lamento el inconveniente. Me podrías informar según el e-mail de confirmación de tu pedido, ¿cuál es la fecha estimada de entrega del mismo? ^AZ | CUSTOMER: A Amazon pantry aún le queda por mejorar, eh, @USER. Hice el pedido el día 15 y hasta hoy no se ha enviado	unmatched	False	False
309233	309234	Thanks @116090 for the new cat bed. Velho loves it! #floof #CatsOfTwitter https://t.co/Td96vnknRl		unmatched	False	True
1218305	1218307	@115850 took my hard earned money, used it &amp; now asking me to cancel order. But nt taking ny action on seller instead shielding them (2/2)		unmatched	False	True
332434	332435	@115850  I don't get COD option for ur products.1st it shows that it is available but after proceeding for checkout,I can't get it.Why?		unmatched	False	True
2780552	2780553	"""helping us build Earth's Most Customer-Centric Company"" @115830 is there an amendement to this vision which excludes me? Just been told to wait another 24 hours because you've misplaced my delivery (again!)."		unmatched	False	True
1910321	1910322	"Liebes @116316 Team. Ich bekomme seit gewisser Zeit Bestellbestädigungen ""angeblich"" von euch mit einer ZIP Datei die sich nicht öffnen lässt. Allerdings habe ich ewig lange nichts mehr über euch bestellt. Finde, ihr solltet das wissen 😊 https://t.co/HUy21qdGc5"		unmatched	False	False
2960467	2960466	Would really like to know why @115817 is taking so long to deliver my package from @115821 😑 two day prime delivery is turning into a week now..... 😒 I could have driven to TN and picked it up myself faster.		unmatched	False	True
2931934	1890579	@115850 But I want I phone as a gift... On my birthday.. Don't want to purchase it	CUSTOMER: @USER Thank you for your interest! You will be notified soon for the OnePlus 5T sale on Amazon.in | CUSTOMER: @USER Thank you for your interest! You will be notified soon for the OnePlus 5T sale on Amazon.in | BRAND: @USER You're welcome :) ^BS | CUSTOMER: @USER Thanks @USER | CUSTOMER: @USER Thank you for your interest! You will be notified soon for the OnePlus 5T sale on Amazon.in | CUSTOMER: @USER Thank you for acknowledging that. But I am not keeping my fingers crossed ....😀😀😀😀....have seen much to be very optimistic. Lol.	unmatched	True	True
1763226	1763216	@AmazonHelp Yes. I have also spent 8 hours on live chat.	BRAND: @USER My apologies. It should be instant. Have you tried again since? ^PK | CUSTOMER: @USER Additionally I’ve had 8 hours of ‘chat’ over the last 2 days and got nowhere except told to claim through @USER which I think is unacceptable when you took my money and sent me broken stuff | CUSTOMER: @USER I requested a call back 2 days ago and haven’t got one | BRAND: @USER As we're unable to view your account via Twitter, pls contact request a call back here URL ^KM | CUSTOMER: @USER That was even more useless than chat. Give me my refund | CUSTOMER: @USER 'Pick out all the broken glass before returning' FYI, that's not happening	unmatched	True	False
1116569	1116567	I bought something on @115821, paid extra for 1 day shipping and it isn’t here. Who do I complain to? @AmazonHelp		unmatched	False	True
1893565	1893564	@AmazonHelp Nope...never received a call	BRAND: @USER If you've filled in your details through the link above, you should have received a correspondence to your registered (1/2)^AU | BRAND: @USER email address. Could you check and confirm if you've received it? (2/2)^AU | CUSTOMER: @USER Done...24 hrs gone...now contact us tomorrow	unmatched	True	False
2608094	2608093	@AmazonHelp if I got a product and it didn’t come with everything listed who would I contact to get the rest to the product  ?		unmatched	False	True
886169	886165	@AmazonHelp The email was terribly short with no direction expect “we left you a voice mail win instructions” and I had no voice mails!	CUSTOMER: @USER What do I do now?? How can this be expedited?? I’m left in limbo! This is crazy! I paid for express shipping and everything. | BRAND: @USER instructions on how to regain access? Be sure to also check your spam and junk folders as well. ^HC (2/2) | BRAND: @USER I'm so sorry to hear about the trouble with your account! Have you received an email from our account specialist with (1/2) | CUSTOMER: @USER TERRIBLE SERVICE. Paid for fast shipping on an item I needed and my account got put on hold??? HELP ME! FIX THIS. SO DISSAPOINTED	unmatched	False	False
2683519	2683520	"@115821 @AmazonHelp @115851 it's frustrating that a package from Prime Pantry shows as ""delivered"" when it really means it's sitting at the US Post Office whose hours are impossible to visit for any person working a full time job..."		unmatched	False	True
915961	915962	@115850 how would you justify blocking a customer’s number who’s awaiting a refund?		refund	True	False
1436676	1436677	@AmazonHelp Bonjour, Je souhaiterais avoir des informations sur le retour d’un produit.		unmatched	True	False
619972	44713	@116928 PUES NO , NO ME HA LLEGADO 😡	BRAND: @USER Puedes enviarnos tu consulta vía MD pinchando el siguiente enlace: ^VL URL | CUSTOMER: @USER Podéis abrirme por MD? Gracias! | BRAND: @USER Entendemos ¿nos podrías indicar si, ya has podido contactar con el vendedor del producto? ^KA | CUSTOMER: @USER Por uno de vuestros vendedores ( SuperStore2014 ) gracias! | BRAND: @USER Hola, ¿nos podrías indicar si el producto es vendido por Amazon o por uno de nuestros vendedores? ^KA | CUSTOMER: @USER OYE TETES QUE PASA YA. Me llega o no? 😥😂 URL	unmatched	True	False
1192307	1192309	so @115830 are fibbers. I saw the delivery van pull up in our car park yesterday just before 5pm, then they drove off...		unmatched	False	False
2789138	2789141	Hello is there a way to check if I'm signed up to Prime? If so it's a mistake bc I can't afford the membership &amp; I noticed my packages are coming faster than expected. No complaints just can't afford Prime if charged @AmazonHelp		unmatched	False	True
2594956	2594963	@AmazonHelp I hope my pkg was not in there. Ste-Catherine Montreal, unlocked doors, windows open #unattendedpackages #intelcom #badcourrier https://t.co/FH7LOLlTWb	"CUSTOMER: @USER @USER Wow. You sent him the UK contact us link? You customer service seems to be as bad as Intelcom! | BRAND: @USER We'd like to help if we can. Please reach out to us here: URL ^KJ | CUSTOMER: @USER As I said, yes. It went straight to voice mail, and they didn't call back | BRAND: @USER Have you contacted Intelcom for any further updates? Typically, the carrier will have more insight regarding current status. ^WM | CUSTOMER: @USER oh and.... ""Expected 13 Jul"" ..... right | CUSTOMER: @USER Last scan, Jul 13 8:08AM. Arrival Scan. Nothing since. And I leave for vacation this weekend. Why keep using those clowns at #intelcom"	unmatched	False	False
2899649	2899649	@AmazonHelp Welp, that didn’t do anything. I’m just going to cancel the order - I don’t see why I should keep waiting while it’s literally sitting on store shelves. https://t.co/TL30FXx411	BRAND: @USER You're most welcome! :) ^AP | CUSTOMER: @USER Sent it in, thanks for getting back to me | BRAND: @USER Thanks for letting us know. I'd like a member of my team to look into this with you. When you have a moment, please click here: URL We'll follow up shortly. ^BL | CUSTOMER: @USER Yes URL | BRAND: @USER Is this item sold by us, or by one of our sellers? You can find that information here: URL ^MH | CUSTOMER: @USER She also told me I hadn’t received the first item for two months because it was out of stock, yet my local game store has received regular shipments of it since it was released in early September.	unmatched	False	True
2824739	2823953	"I think @115830 @AmazonHelp may want to look into the definition one ""one day delivery"" https://t.co/B9T0Ro7dRq"		unmatched	False	False
458877	458870	@AmazonHelp No. Status still “arriving by 8pm today” (9 minutes from now) but no sign of shipment and no tracking number. https://t.co/MYcOCdGqa6	CUSTOMER: @USER ...it’s now 7:44pm CST and no sign of the order shipping, much less arriving by the guaranteed time. The call center supervisor also refused to provide a phone number to contact him directly in the event that we got disconnected so that I could avoid more holds..is this policy? | BRAND: @USER I'm so sorry for the delay with your order, Sydney! This isn't the experience we hope for! Just to clarify, have you been assigned a tracking number for this yet? ^HS | CUSTOMER: @USER ... I called customer service to check the status of the order and after multiple holds the most conclusive response I got was that “it might possibly still be delivered tonight” but that the call center had no way of contacting the fulfillment center to confirm... | CUSTOMER: @USER Gladly. A Prime order guaranteed for delivery by this evening (that contains an item I ordered for a special event) showed as on track to be delivered but still hadn’t shipped... | BRAND: @USER I am so sorry for your poor experience! Without sharing personal account information can you please explain a bit further what has happened? ^LS | CUSTOMER: .@USER all those earnings and this is the customer service my Prime me	delivery_delay	False	True
1548344	1548343	@AmazonHelp Yes, I have.	"BRAND: @USER I get your concern. We'll certainly look into it. Could you please confirm if you've shared your details through the link? ^AP | CUSTOMER: @USER Doing. I sent many emails through your customer care help too but still doing as told | BRAND: @USER We'd like to help you out. However, Twitter being a social media platform, we cannot access your Amazon account via Twitter. Please submit the form by entering random 4-digits in the order block. Do keep us posted if the issue persists. ^AP | CUSTOMER: @USER This is what happens. Why not just look into things without putting me through this hassle? So many emails and tweets later the issue remains unsolved. URL | BRAND: @USER Kindly fill the block requesting for order number as ""NA"" and submit the details. We'll look into the concern and reach out to you soon. ^AP | CUSTOMER: @USER I will look again but there is no column to write the concern. It asks for order number etc. Am I missing something? If I leave the columns empty the form doesn't get sent."	unmatched	True	False
149199	149195	@AmazonHelp I don’t know about the item as it is not my parcel to open, it is my partners. It is unacceptable to force drivers to leave parcels in unsafe positions!	BRAND: @USER I'm sorry to hear this has happened, David! Were the items damaged? Regardless, please contact us here: URL so we can help file the proper feedback on your behalf. ^TM | CUSTOMER: Would love to know how @USER @USER think it acceptable to leave parcels out in the open to get wet and damaged, especially in winter?! #unacceptable #poorservice	unmatched	False	True
1850390	1850387	@AmazonHelp  https://t.co/4wseahQJam	CUSTOMER: @USER You can see this screen shot was shortly before... Haven't recieved an email just your reply. Kind of really disappointed | CUSTOMER: @USER Wow, first it was next day shipping. Then once ordered it was two days. Now it's between now and the 31st... URL | BRAND: @USER So sorry to hear your order is running late! What's the most recent tracking update provided here: URL ^BL | CUSTOMER: Its 8:00p, where's my shit @USER	unmatched	True	False
1219141	1219139	"Yo hago la reserva de un juego en @116928 que dice ""entrega garantizada el dia de lanzamiento"". Y la compensación por romper esa promesa?"		unmatched	False	False
482351	482350	@115830 I received my order but part of it is missing but my account say it's delivered. Box was partly open. Parcel left in flower Box!!! Who do I contact? #xmaspresent		unmatched	False	True
1537572	1537573	"3/ @115821 WHY IS IT SO HARD TO REPORT A SHIPPING PROBLEM? Yesterday I got the ""chat is too slow, please call"" option. Why no message/email?"		unmatched	False	True
2283511	2283514	"Amazon seems to have forgotten how to deliver to my address so here I am waiting on 5 packages that all say ""delivery attempted"" TO THE WRONG AREA"		unmatched	False	True
1912587	1912588	e quando vão vender o box de soa no brasil, @115821 https://t.co/tKagfpP0qB		unmatched	True	False
1389974	1389978	@115830 not impressed by your driver leaving my door within 6 seconds of knocking  Despite my note explaining I've just had spine surgery!		unmatched	False	False
1399860	735698	@AmazonHelp Thank u so much.. Kindly Arrange to provide my parcel.. Thank u so much	BRAND: @USER Please don't provide your contact details, we consider it personal information. Our Twitter page is visible to public. ^AK 2/2 | BRAND: @USER Thanks for sharing your details with us. We'll get in touch with you soon. Appreciate your patience. ^AK (1/2) | CUSTOMER: @USER I already provided my details.. Plz check it once... 8523068977 is my mobile no. | BRAND: @USER I'm sorry but we'll not be able to gain access to your account until we receive your details through the secured link. ^HK | CUSTOMER: @USER Unhappy with ur service...i need my parcel.kindly arrange to provide. And y u blocked my number.. Plz explain me | BRAND: @USER I get your concern, Sabnis. Please share your details from the link, we'll check your concern and assist you. ^SV	unmatched	True	False
2450570	2450571	amazon sent the wrong cases 😩🤦🏾‍♀️		unmatched	True	False
1147828	1147821	@AmazonHelp I HAVE OPTED for no cost emi thats why i am doing follow ups... Otherwise i am not a free person to exchange tweets and mails with u	BRAND: @USER allow you to pay for your orders in easy monthly installments. (2/2) ^KA | BRAND: @USER Sorry for the situation. In case, you haven't opted the EMI option at the time of placing the order then It wouldn't 1/2 ^KA | CUSTOMER: @USER We won't be able to assist any further on this issue, but we'll be more than happy to provide any help you may need in the future. | CUSTOMER: @USER @USER no cost emi wasnt opted and nmbr of months also not selected | CUSTOMER: @USER @USER Ys indeed a vry gud rply frm u 1st u ask for snapshot of my credit card stmt nd whn i snd u the same u give same rply with diff words...	return_replacement	False	False
1604096	1604100	@AmazonHelp And then they kindly dispersed the money in my ac to an ac they knew is closed.	CUSTOMER: @USER How to add a credit card...because they are manillan and they can't read English URL | CUSTOMER: @USER Please get someone who speaks English to change bank ac to 2760. Currently 4768, won't let me amend as says can't verify. Seller ac | CUSTOMER: @USER Here Is what u need. call me 07834 350503 | CUSTOMER: @USER Cant as wants a time stamp and I can't work out how to get this. Tweet it to me | BRAND: @USER What did they advise? ^PK | BRAND: @USER Please get in touch via URL and we can look into this for you. ^BM	unmatched	False	False
471605	471606	Amazonで北海道に荷物頼んだらなぜか島根県へと配送されていた…		unmatched	True	False
2523357	2523355	@AmazonHelp Thank you for your quick reply! I have a first gen.	BRAND: @USER I'm so sorry for the trouble with your Echo Dot! Which generation do you have? ^HS | CUSTOMER: @USER The alarm on my Dot is all of a sudden very quiet no matter what I set the volume slider to. The voice's volume is just fine. This happened one day out of the blue.	unmatched	True	False
1213413	1213415	Miss Glausen's Classroom Wishlist https://t.co/UnXottuuBL via @115821	BRAND: @USER We can help! Here's some helpful info on how to create a wishlist: URL I hope this helps! ^AD | CUSTOMER: @USER @USER How do you create a wishlist? I've been trying to figure it out for a while.	unmatched	True	False
2296826	2296823	@AmazonHelp Not sure but I think it's because Royal Mail doesn't deliver today. No idea why it wasn't delivered yesterday. I don't have the detail- a family member ordered it for me.	BRAND: @USER Sorry to hear this - is the delay with the dispatch - or did the RM have delivery issues yesterday ? ^TD | CUSTOMER: @USER Thanks. You ordered my package that was supposed to be delivered yesterday by royal mail. Now I won't get it until tomorrow. So much for pre-ordering #Ts4CatsAndDogs. Don't see why you couldn't have delivered it yourselves.	unmatched	False	True
390810	390805	@115850 You must shut down your improper business. Now when the payment is done you're coming up with nasty excuses. Read the DM.		unmatched	False	False
2266765	2266766	@115850 hey guys, Do you have any upcoming sale? In looking forward to buy the Moto g5s+ and I'm short of little money. Can you help me out?		unmatched	False	False
1384330	1384329	@AmazonHelp is there anything wrong with payment on the amazon app today . Seeing this for sometime https://t.co/nglSVSmInz		device_app	False	True
1420491	1420490	@AmazonHelp Yes i have sent my details via the form. I have cancelled the product and dont want to be associated with amazon refund my money to my CC	BRAND: @USER Sorry to know that. Could you please confirm, if you have shared your details on the link above? ^PS | CUSTOMER: @USER I have escalated 6 times by contacting your customer service been on call for over 6hrs and still amazon is unresponsive.Where is my product | BRAND: @USER Sorry about the delay in delivery. We'd like to investigate this, please fill your details here: URL ^HA | CUSTOMER: @USER I have wasted a lot of time for tracking my product which was suppose to be delivered today. WHERE IS MY PRODUCT???	refund	False	False
2571862	2571862	@AmazonHelp Will do. Thanks.	BRAND: @USER Thanks for that information, Alessia. We'd like to assist you the best we can, would you mind contacting us via phone or chat here?: URL ^VF | CUSTOMER: @USER Thank you. It says on here that it is delivered by Amazon Shipping. | BRAND: @USER Hi there- thanks for reaching out. If you're currently dealing with a late package or a scan like the one you described, we'd like to help in any way we can. Would you mind letting us know who the carrier is? That info is here: URL ^BL | CUSTOMER: Dear @USER @USER why do you even have the Prime option if delivery always gets delayed and then scanned as attempted when actually nobody came?	unmatched	True	True
142833	142830	@AmazonHelp Order history is useless and just telling me it's out for delivery or due to be delivered. I've followed up once again by email	BRAND: @USER Sorry to hear about the repeated issues you have been having. If you check your tracking here: URL can I ask what the latest update has been?^TI | BRAND: @USER I'm sorry for the troubles with delivery of this parcel! We never intend for this to happen. Have you been able to reach out to us using the link provided by NV? ^AL | CUSTOMER: @USER @USER @USER | CUSTOMER: Another day, another @USER order that was meant to arrive on 14 Nov, has had several attempts to deliver (and no correspondence sent or given to me) and @USER says I can't rearrange a delivery. Please help me, I'm losing the will to live #badservice URL	delivery_delay	False	True
1390714	1390711	Paket verschollen, Ersatzlieferung nicht möglich. Aber ich soll für eine Erstattung die Ware zurückschicken.  @116316 will mich trollen.		unmatched	False	False
2931916	2931917	Amazon Music Umlimitedになったら世界が変わってしまった		unmatched	True	False
404092	404092	@AmazonHelp 💗💗💗	BRAND: @USER We're here for you, Macy! So glad we were able to help, and you are very welcome. 😊 ^JD | CUSTOMER: @USER Requested a replacement and it was in my mailbox less than 24 hours later at no charge. Thank you, Amazon! | CUSTOMER: @USER has the most AMAZING customer service. I received an ornament yesterday that was broken.	unmatched	True	False
1541879	1541874	@AmazonHelp Look your cust service people just emailed to say they couldn’t deal with me because my email isn’t recognised. So unhelpful	BRAND: @USER Hi, I do apologize for the wrong link being sent. Here is the correct link : URL ^CR | CUSTOMER: @USER Are you kidding?? Clicked that link and it took me to a sign in form- I can’t! | BRAND: @USER Sorry to see this. Please reach out to us here: URL and we can look into this. ^PK | CUSTOMER: @USER That’s made the matter worse!!! It’s now totally logged me out and still doesn’t recognise me. URL | BRAND: @USER Can you try to delete the app and reinstall it ? On certain occasions this does correct the problem.^CR | CUSTOMER: @USER It’s an iPhone app but doesn’t seem to work in browser either	unmatched	False	False
1721707	1721706	when you pay extra for shipping for next day delivery through amazon prime but they didnt deliver it @115821 https://t.co/YmplouzLuP		order_status	False	True
2454046	2454044	@AmazonHelp No idea 😂 I've started a return and reordered https://t.co/6vyTQ8prlo	BRAND: @USER item shipped by Amazon or a third-party seller? You can view this under the item name here: URL ^HC (2/2 | BRAND: @USER That's an interesting exchange! I'm sorry you've received the wrong items! We'd like to help. Just to confirm, was your (1/2) | CUSTOMER: Orders makeup brushes, recieves candles. Cheers @USER .	return_replacement	True	False
2483748	2483748	@AmazonHelp No response and it’s been 7 days	BRAND: @USER I'm sorry for the frustration! When contacted us, did we indicate a specific day we'll be able to refund/replace it as lost?^CN	unmatched	True	True
272875	272872	@AmazonHelp I checked the link even on the desktop. There's no link given to contact support, that's why i am pinging you here.	BRAND: @USER I realize this is a gift order for a special occasion, and I'm so sorry for the delay. We'd like to help you 1/2^EM | BRAND: @USER Kindly reach out to our support team through the link provided earlier and we'll look into it right away. 2/2^EM | CUSTOMER: @USER There isn't anything dat i cn do wid the link u've provided! Pls let me know if and when my item would be delivered or return my money ASAP! | BRAND: @USER I'm sorry for the delay. We do realize the importance of the order. Kindly connect with us here: URL ^GK | CUSTOMER: @USER Unfortunate to see such a service &amp; such cold response from Amazon, i was a very loyal customer before this! This has changed my perception! | CUSTOMER: @USER Pathetic service! It was a gift, thanks for ruining it. No update given even when the mistake was made by your courier service! URL	unmatched	False	True
132555	132554	@AmazonHelp Heute versandt, Dienstag geliefert? Früher wart ihr bei Prime-Versand mal schneller... :-( https://t.co/GAhuoYHvZF		unmatched	False	False
1406593	1406585	@115830 first weekend of prime... NOT IMPRESSED.		unmatched	True	False
1198549	1198546	@401612 @AmazonHelp Nothing but respect for MY postal service 😤😤	CUSTOMER: @USER It was October 24th, but this tweet was more venting at the USPS than you guys. Prime has saved me so much money, I could never be mad 😂 | BRAND: @USER I'm sorry your order hasn't arrived yet. What was the delivery date for the order: URL ^LR | CUSTOMER: Ordered a book on Amazon, was told it would be here today. Now it's next 3 days. Then I checked the carrier. USPS. Now I'm not surprised.	unmatched	True	False
1423023	1423022	@AmazonHelp Have also had deliveries when courier claimed to have delivered, but put it back in the van and ended up back at the depot.	CUSTOMER: @USER This has happened at least once before. | BRAND: @USER Sorry to hear this, has this happened with any of your other orders? ^KM | CUSTOMER: @USER your own courier is shite. Attempted deliveries that we're never attempted as we were home all day yesterday. #epicfail #lazies	delivered_not_received	False	True
605115	605115	@AmazonHelp たった今届きました…お手数をおかけして申し訳ありません	BRAND: @USER 代金引換のご注文商品を、お受け取りでないにもかかわらず配達完了となっているということでしょうか。状況をお調べさせていただきますので、お手数ですがこちらよりカスタマーサービスにお問い合わせださい。URL RI | CUSTOMER: あの…アマゾンくん届いてないのに見たらもう届けたよ？ってなってんだけど…不在票入ってないし…代引きだから別に良いけどさ…	unmatched	True	False
136922	136919	@AmazonHelp I am so upset I have just cancelled the whole order.  Have you an email address I can write to you at.  This is the first time I have ever received bad service from Amazon. He even brought me to tears	BRAND: @USER I'm sorry to hear about the poor experience. Without giving account / personal info can you tell me what the issue was? ^MI | CUSTOMER: @USER @USER You will notice I have historically praised Amazon for their support, but today the support has been appauling. I spoke to a supervisor who told me I must not have raised my order in the right period.	unmatched	False	True
2363235	2363236	@AmazonHelp So on the amazon website when I track my package it says that it just got to a warehouse near me and it is close, but on the usps site when I input my tracking number it says that they are still waiting to receive my items?		unmatched	False	True
1415560	1415558	@AmazonHelp Yes, I'm talking to a representative again but I'm still super disappointed.. The call I made last night with you guys was useless	BRAND: @USER Oh no! Have you already reached out to us to see what options we have to refund or replace it with you? ^RM | CUSTOMER: Wow @USER, thanks for losing my package!!!!!! UGHHHHNNOYING	unmatched	False	True
2762698	2762696	per la cronaca, un pacchetto spedito il 15/11 da Roma per Padova via @300933 per conto di @120540 (riparazione in garanzia) risulta oggi ancora in transito a Piacenza, il numero verde di Poste mi dice che non mi può dare informazioni.		unmatched	False	False
2881862	2881866	@AmazonHelp Gracias, pero no funciona... No existe lo que necesito en: 'elige una opción'. y si no elijo, no me permite ir a una dirección de email.	BRAND: @USER Entiendo Fani, si lo deseas puedes contactar con nuestro Servicio al Cliente por medio del enlace para ayduarte en la gestión: URL ^JD | CUSTOMER: @USER Gracias :) Es importante | CUSTOMER: @USER Necesito cambiar la dirección de facturación. He hecho todo lo que pone en vuestra sección: 'ayuda'. Y sigue apareciendo la dirección incorrecta. | BRAND: @USER Hola Fani, para poder orientarte mejor nos podrías indicar sin publicar detalles de tu cuenta o pedidos cuál es el problema que tienes ^AR | CUSTOMER: @USER Hola, seríais TAN amables de facilitarme una dirección de email donde pueda, de verdad, consultaros lo que me impide gestionar mi cuenta ;((((( Gracias.	unmatched	False	False
2954293	2954293	@AmazonHelp I don’t have time for that. That’s why I buy products on prime only. I work and go to school. I need prime to be a reliable service. Speed. Quality. Convenience. I don’t have time for stuff like this. I just won’t recommend your service.	BRAND: @USER I understand the frustration! Could you tell us who the carrier is? It will be shown in your tracking info here: URL ^AR | CUSTOMER: @USER Yes, some of my stuff has also been delivered dented on the inside. | BRAND: @USER So sorry to hear about the repeat delivery issues! Are the orders that are being delivered improperly handled by a certain carrier? ^GS | CUSTOMER: @USER’s shipping accuracy is getting worse and worse! 1 out of 3 of my packages 📦 gets delivered to the wrong place or the delivery guy/gal can’t figure out where my front door is 🤦🏼‍♀️!	unmatched	False	True
